id,identity_code,inter_time,inter_flag,inter_mobile_identity_code,major_minor,rssi,distance,place,upload_time
76399,fedc20de,2023/02/21 11:56:17,1,defe41ccbletest0,,-61.285714285714285,1,,1676951864000
76402,fedc20de,2023/02/21 11:56:18,1,defe41ccbletest0,,-54.55555555555556,1,,1676951864000
76406,fedc20de,2023/02/21 11:56:19,1,defe41ccbletest0,,-63.46666666666667,1,,1676951864000
76410,fedc20de,2023/02/21 11:56:20,1,defe41ccbletest0,,-68.9090909090909,2,,1676951864000
76414,fedc20de,2023/02/21 11:56:21,1,defe41ccbletest0,,-60.0,1,,1676951864000
76418,fedc20de,2023/02/21 11:56:22,1,defe41ccbletest0,,-55.55,1,,1676951864000
76421,fedc20de,2023/02/21 11:56:23,1,defe41ccbletest0,,-56.2,1,,1676951864000
76424,fedc20de,2023/02/21 11:56:24,1,defe41ccbletest0,,-54.0,1,,1676951864000
76426,fedc20de,2023/02/21 11:56:25,1,defe41ccbletest0,,-69.375,2,,1676951864000
76429,fedc20de,2023/02/21 11:56:26,1,defe41ccbletest0,,-70.0,2,,1676951864000
76431,fedc20de,2023/02/21 11:56:27,1,defe41ccbletest0,,-70.5,2,,1676951864000
76433,fedc20de,2023/02/21 11:56:28,1,defe41ccbletest0,,-70.06666666666666,2,,1676951864000
76435,fedc20de,2023/02/21 11:56:29,1,defe41ccbletest0,,-67.55555555555556,2,,1676951864000
76437,fedc20de,2023/02/21 11:56:30,1,defe41ccbletest0,,-65.44444444444444,2,,1676951864000
76439,fedc20de,2023/02/21 11:56:31,1,defe41ccbletest0,,-54.125,1,,1676951864000
76441,fedc20de,2023/02/21 11:56:32,1,defe41ccbletest0,,-55.285714285714285,1,,1676951864000
76443,fedc20de,2023/02/21 11:56:33,1,defe41ccbletest0,,-56.69230769230769,1,,1676951864000
76445,fedc20de,2023/02/21 11:56:34,1,defe41ccbletest0,,-53.25,1,,1676951864000
76446,fedc20de,2023/02/21 11:56:35,1,defe41ccbletest0,,-60.22222222222222,1,,1676951864000
76401,fedc20de,2023/02/21 11:57:04,1,defe41ccbletest0,,-73.66666666666667,2,,1676951864000
76405,fedc20de,2023/02/21 11:57:05,1,defe41ccbletest0,,-79.83333333333333,3,,1676951864000
76409,fedc20de,2023/02/21 11:57:06,1,defe41ccbletest0,,-79.71428571428571,3,,1676951864000
76413,fedc20de,2023/02/21 11:57:07,1,defe41ccbletest0,,-69.2,2,,1676951864000
76417,fedc20de,2023/02/21 11:57:08,1,defe41ccbletest0,,-73.35,2,,1676951864000
76420,fedc20de,2023/02/21 11:57:09,1,defe41ccbletest0,,-64.66666666666667,1,,1676951864000
76423,fedc20de,2023/02/21 11:57:10,1,defe41ccbletest0,,-67.81818181818181,2,,1676951864000
76425,fedc20de,2023/02/21 11:57:11,1,defe41ccbletest0,,-62.0,1,,1676951864000
76427,fedc20de,2023/02/21 11:57:12,1,defe41ccbletest0,,-54.6,1,,1676951864000
76428,fedc20de,2023/02/21 11:57:13,1,defe41ccbletest0,,-66.54545454545455,2,,1676951864000
76430,fedc20de,2023/02/21 11:57:14,1,defe41ccbletest0,,-65.875,2,,1676951864000
76432,fedc20de,2023/02/21 11:57:15,1,defe41ccbletest0,,-63.16666666666666,1,,1676951864000
76434,fedc20de,2023/02/21 11:57:16,1,defe41ccbletest0,,-56.73333333333333,1,,1676951864000
76436,fedc20de,2023/02/21 11:57:17,1,defe41ccbletest0,,-48.54545454545455,1,,1676951864000
76438,fedc20de,2023/02/21 11:57:18,1,defe41ccbletest0,,-45.44444444444444,1,,1676951864000
76440,fedc20de,2023/02/21 11:57:19,1,defe41ccbletest0,,-44.0,1,,1676951864000
76442,fedc20de,2023/02/21 11:57:20,1,defe41ccbletest0,,-44.44444444444444,1,,1676951864000
76444,fedc20de,2023/02/21 11:57:21,1,defe41ccbletest0,,-48.142857142857146,1,,1676951864000
85046,fedc20de,2023/02/21 13:03:59,1,defe41ccbletest0,,-51.18181818181818,1,,1676955941000
85048,fedc20de,2023/02/21 13:04:00,1,defe41ccbletest0,,-52.27272727272727,1,,1676955941000
85051,fedc20de,2023/02/21 13:04:01,1,defe41ccbletest0,,-53.24,1,,1676955941000
85054,fedc20de,2023/02/21 13:04:02,1,defe41ccbletest0,,-51.36363636363637,1,,1676955941000
85056,fedc20de,2023/02/21 13:04:03,1,defe41ccbletest0,,-57.0,1,,1676955941000
85060,fedc20de,2023/02/21 13:04:04,1,defe41ccbletest0,,-52.66666666666666,1,,1676955941000
85063,fedc20de,2023/02/21 13:04:05,1,defe41ccbletest0,,-55.583333333333336,1,,1676955941000
85065,fedc20de,2023/02/21 13:04:06,1,defe41ccbletest0,,-59.0625,1,,1676955941000
85068,fedc20de,2023/02/21 13:04:07,1,defe41ccbletest0,,-61.90909090909091,1,,1676955941000
85070,fedc20de,2023/02/21 13:04:08,1,defe41ccbletest0,,-58.6,1,,1676955941000
85075,fedc20de,2023/02/21 13:04:09,1,defe41ccbletest0,,-57.77777777777778,1,,1676955941000
85077,fedc20de,2023/02/21 13:04:10,1,defe41ccbletest0,,-54.44444444444444,1,,1676955941000
85079,fedc20de,2023/02/21 13:04:11,1,defe41ccbletest0,,-49.86666666666667,1,,1676955941000
85081,fedc20de,2023/02/21 13:04:12,1,defe41ccbletest0,,-51.16666666666666,1,,1676955941000
85083,fedc20de,2023/02/21 13:04:13,1,defe41ccbletest0,,-49.0,1,,1676955941000
85085,fedc20de,2023/02/21 13:04:14,1,defe41ccbletest0,,-53.333333333333336,1,,1676955941000
85087,fedc20de,2023/02/21 13:04:15,1,defe41ccbletest0,,-49.0,1,,1676955941000
85089,fedc20de,2023/02/21 13:04:16,1,defe41ccbletest0,,-53.9,1,,1676955941000
85093,fedc20de,2023/02/21 13:04:17,1,defe41ccbletest0,,-49.583333333333336,1,,1676955941000
